--- Qtvcp Screen Started on: Sun, Mar 26 2023 07:57:38 PM ---
Sun26 19:57 WARNING -Basic_Probe macro files not found -Probing disabled
Sun26 19:57 CRITICAL - no preference file found, enable preferences in screenoptions widget
Sun26 19:57 Machine OFF
Sun26 19:57 Tool 0: No Tool
Sun26 19:57 Machine ON
